,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
5345,371216,"['A person that is drinking some beer on a table.', 'A man holding a bottle of beer on a counter.', 'A man stands at a counter holding a beer.', 'A man at a counter holding a beet and another beer bottle next to him.', 'A man with two bottles of beer, a sign, and a wine glass at a counter.']",a man sitting at a table with a bottle of beer and a glass of wine.,a man sitting at a table with a glass of wine,a man sitting at a table with a glass of wine.,a man sitting at a table with a glass of wine.,old
5346,371241,"['there are a few kids on snowboards on the snow', 'A couple of kids on snowboards standing in the snow.', 'Young children learning to snowboard together in the snow', 'A group of young kids in the woods with snow skiing', 'Two kids snowboarding while wearing colorful winter gear.']",a couple of kids riding skis down a snow covered slope.,a couple of people riding skis down a snow covered slope,a man riding a snowboard down a snow covered slope.,a person on a snowboard in the snow.,young
5347,371309,"['A young man is throwing out a pitch at a baseball game.', 'some baseball players and one is throwing a ball', 'A man holding a baseball mitt on a baseball field.', 'A baseball player is in mid swing of an overhand launch.', 'a young baseball player throwing a pitch from the pitchers mound']",a baseball player pitching a ball on top of a field.,a baseball player pitching a ball on a field,a baseball player throwing a ball on a field.,a baseball player throwing a baseball on a field.,old
5348,371364,"['A group of young children sitting next to each other on a couch.', 'Three small children holding up three white controllers. ', 'A couple of kids playing a video game.', 'A group of children playing video games on a couch', 'Three children playing video games on the sofa.']",three children sitting on a couch playing a video game.,a couple of kids that are sitting on a couch,a group of people sitting on a couch playing a video game.,a group of people playing a game with nintendo wii controllers.,young
5349,371365,"['People behind a barricade watch a man ride a motorcycle.', 'Motorbike riders on the road as people watch on the sidewalks', 'some people watching some motorcycle riders and buildings', 'A smiling woman riding a motorcycle down a street while a large crowd looks on.', 'A person riding a motorcycle down the street with groups of people behind a fenced area.']",a man riding on the back of a motorcycle down a street.,a group of people riding motorcycles down a street,a man riding a motorcycle down a street.,a man riding a motorcycle down a street.,old
5350,371427,"['A picture of a person a dog and a horse.', 'A woman with a larg brown horse and a tan and white dog.', 'A woman holds her horses head while a dog sits nearby.', 'A woman in a red coat with a horse and a dog in front of stacks of hay.', 'a person standing near a horse and a dog ']",a woman standing next to a brown horse.,a woman standing next to a brown horse,a woman is petting a brown horse in a field.,a woman is petting a brown horse in a field.,old
5351,371503,"['A young man with red hair kicking a soccer ball.', 'A young soccer player is trying control the ball while the other players observe. ', 'A soccer player kicking the ball with his right foot.', 'There is a male soccer player balancing the ball on his foot', 'a group of young people playing soccer on a field']",a group of young men playing a game of soccer.,a group of young men playing a game of soccer,a group of young men playing a game of frisbee.,a group of young men playing a game of soccer.,young
5352,371529,"['A woman with her hand on the seat of an automatic toilet in a display.', 'A woman standing next to and touching a toilet.', 'A person holding the toilet seat while looing inside.', 'A woman standing beside a toilet with the lid up.', 'A woman standing in front of a white toilet.']",a woman squatting over a white toilet in a bathroom.,a young girl in a bathroom with a toilet,a man sitting on a toilet in a bathroom.,a young girl is sitting on a toilet.,old
5353,371552,"['a boy with a green shirt and a black pair of shorts playing soccer', 'A boy standing by a soccer ball on a field.', 'Parents watching young boys playing soccer on a green field', 'a boy is standing next to a red ball outside', 'a young boy on a soccer field standing in front of a ball.']",a young boy playing soccer on a soccer field.,a young boy kicking a soccer ball on a field,a young man kicking a soccer ball around a field.,a soccer player kicking a soccer ball on a field.,young
5354,371555,"['A smiling woman reclines in a chair with a newspaper.', 'a woman sits on a rocking chair next to a vast', 'A woman with a newspaper is sitting in a chair.', 'A woman with a white shirt sits in a chair with a newspaper on her lap.', 'The woman is reading the newspaper while sitting down in the chair. ']",a woman sitting in a chair reading a newspaper.,a girl sitting on a chair holding a donut,a woman sitting on a couch using a laptop.,a woman sitting on a couch with a laptop.,old
5355,371650,"['A boy is preparing to hit a tennis ball. ', 'A small child is holding a tennis racket and hitting balls.', 'A person on a court with a tennis racket.', 'A small boy in action with a racket on a court.', 'a child holding a tennis racket hitting a ball']",a young boy holding a tennis racquet on top of a tennis court.,a little boy hitting a ball with a bat,a man holding a tennis racquet on a tennis court.,a man holding a tennis racquet on a tennis court.,young
5356,371948,"['several people in a dark displaying their lap tops', 'A group of people sitting in the dark with laptops.', 'A person sitting in front of a microphone holding a laptop, surrounded by people sitting with their laptops, in the dark.', 'A group of people are using their laptops in the dark.', 'A group of people  in a room with many laptops.']",a group of people sitting in front of laptop computers.,a man sitting in front of a laptop computer,a man sitting in front of a laptop computer.,a man sitting in front of a laptop computer.,old
5357,371957,"['A baby is eating a piece of broccoli from a plate.', 'A little girl sits in her high chair chomping on a plate of broccoli.', 'A baby eats a piece of broccoli from a plate.', 'A baby in a high chair holds a piece of broccoli.', 'A small baby girl eating a piece of broccoli.']",a baby in pink shirt eating a piece of broccoli.,a baby holding a piece of broccoli in his mouth,a young boy is eating a piece of broccoli.,a young boy is eating a piece of broccoli.,young
5358,372147,"['A group of women are sitting on a bed.', 'A group of four woman on top of a bed.', 'Black and white photograph of women laying on bed.', 'Four people are laying and sitting on a bed.', 'Four women are posing on top of a bed.']",a group of women sitting on top of a bed.,a group of women sitting on top of a bed,a woman sitting on a bed with a baby.,a woman sitting on a bed with a teddy bear.,young
5359,372220,"['A man with white hair and a beard wearing priestly robes.', 'A man with long gray hair in a pony tail has a beard and is wearing a black hat and dark colored suit while he looks at his cell phone.', 'A man is wearing a hat with a ponytail while on the phone.', 'A PERSON USING A CELL PHONE AT A PUBLIC PLACE.', 'An old man dressed in black on his phone.']",a man in a black jacket and hat looking at his cell phone.,a man wearing a black hat and a hat,a man in a suit and tie standing in front of a crowd.,a man in a suit and tie standing in front of a building.,old
5360,372230,"['A woman in pink dress playing a game of tennis with people in background.', 'A tennis player playing tennis in a pink tennis dress, and a white visor. ', 'a woman at the end of the court getting ready to hit the ball ', 'A women is about to swing and hit a tennis ball. ', 'A female tennis player in a fuschia tennis dress is about to hit a backhand return. ']",a woman holding a tennis racquet on top of a tennis court.,a woman holding a tennis racquet on a tennis court,a female tennis player in action on the court.,a female tennis player in action on the court.,old
5361,372233,"['A person is doing something by itself and interesting.\n', 'A woman with a bun on a plate on top of some food in a bucket.', 'a person with a sandwich on a plate ', 'a woman preparing food on top of a table.', ' Woman preparing a hamburger and other food']",a woman standing in front of a black bowl of food.,a woman standing next to a table with a cake on it,a woman sitting at a table with a plate of food.,a woman sitting at a table with a plate of food.,old
5362,372258,"['A man in green shirt catching a white frisbee.', 'a group of people on a field jumping to ath a frisbee', 'A man in a green shirt jumping for a Frisbee. ', 'Men play frisbee in a field in front of a group of people.', 'Two men jumping for a flying disk while outside.']",a group of young men playing a game of frisbee.,a group of young men playing a game of frisbee,a group of people playing a game of frisbee.,a group of men playing a game of frisbee.,young
5363,372265,"['A man rared back at a tennis ball with a racquet.', 'a young man playing tennis on a tennis court ', 'a man holding up his tennis racket before the ball gets to him ', 'A woman standing on a tennis court holding a racquet.', 'A man prepares to hit a tennis ball on a tennis court.']",a young man swinging a tennis racquet at a tennis ball.,a man is playing tennis on a tennis court,a man is playing tennis on a tennis court.,a man is playing tennis on a tennis court.,young
5364,372300,"['A man wearing a polo and a tie posing.', 'a man with a tshirt and tie staring into the camera', 'A young man in a shirt and tie against a wall.', 'A young man has a striped t shirt and a tie on.', 'a man that has  a shirt and tie on']",a man in a shirt and tie standing in front of a wall.,a man with a tie standing in a room,a man in a suit and tie is smiling.,a man in a suit and tie standing in a room.,old
5365,372494,"['A player is standing gay the diamond to lay baseball St the fame', 'Man holding baseball bat out while waiting for pitch to be thrown', 'A baseball player getting ready to swing the bat at a baseball game.', 'A crowd watches a baseball player with a bat in his hands. ', 'A batter in the batters box waits for the pitch']","a batter, catcher and umpire during a baseball game.",a baseball player holding a bat on a field,a baseball player holding a bat on a field.,a baseball player swinging a bat at a ball.,old
5366,372654,"['There is a group of people that are sitting at the table eating food', 'People are eating at a very large gathering.', 'a crowded restaurant with people having something to eat', 'People are sitting around a table and sharing a meal.', 'A group of women eating at a dinner table and conversating.']",a group of people sitting around a table eating food.,a group of people sitting at a table with a red tablecloth,a group of people sitting around a table eating food.,a group of people sitting around a table eating food.,old
5367,372731,"['A man in a leather jacket standing next to a white horse. ', 'a man that is standing next to a horse', 'A man standing next to a white horse inside of a bar.', 'A man is next to a horse in a window.', 'a man is standing next to a white horse']",a man standing in front of a white horse.,a man standing next to a building with a white horse,a woman standing next to a brown horse.,a man standing next to a brown horse.,old
5368,372764,"['Batter looking on at player at home base preparing to swing at ball.', 'A person on a field with a baseball bat.', 'A baseball player with a bat in his hands.', 'A man that is standing on a baseball field with a bat.', 'Two baseball players wear black shirts and white striped pants.']",a baseball player holding a bat on top of a field.,a baseball player holding a bat on a field,a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball.,old
5369,372844,"['two men playing frisbee while on a camping trip', 'Two men playing frisbee in a sandy area in front of pitched tents.', 'Two men jumping for a Frisbee in the sand.', 'people compete over Frisbee in the sand in competition ', 'there are two men that are playing frisbee at the beach']",two men jumping in the air to catch a frisbee.,a group of people playing frisbee in the sand,a group of young men playing a game of frisbee.,a group of young men playing a game of frisbee.,young
5370,372913,"['A group of young girls playing a game of soccer.', 'Some girls playing soccer together on a soccer field.', 'A girl lunges as she kicks a soccer ball.', 'A girl in a green shirt going after a soccer ball.', 'A group of girls chase after a soccer ball.']",a group of young women playing a game of soccer.,a group of young people playing a game of soccer,a group of young men playing a game of soccer.,a group of young men playing a game of soccer.,young
5371,373034,"['A girl laying in a hospital bed, a bandage on her arm.', 'a close up of a young person in a bed', 'A little girl laying in bed while yawning.', 'young girl wearing a lime green outfit laying on a hospital bed', 'A child laying down on a bed in a room.']",a woman laying on top of a bed in a bedroom.,a woman laying in bed with a baby,a woman laying on top of a bed in a bedroom.,a woman laying on top of a bed with a red blanket.,young
5372,373075,"['A shirtless man grilling a lot of chicken breasts.', 'A shirtless man preparing chicken breasts on a grill.', 'A man wearing no shirt is turning meat on a grill', 'A man without a shirt is grilling some chicken.', 'A man without a shirt preparing chicken on top of a BBQ.']",a shirtless man is preparing food on a grill.,a man standing in front of a bbq grill,a man standing in front of a pile of food.,a man standing in front of a grill with food.,old
5373,373193,"['A girl is sitting by her dog on the stairs.', 'A person and dog sitting outside a building with a table, toilet bowl and ladder against the building.', 'The woman looks at her dog as the dog watches something in the distance.  ', 'A woman sitiing on the top step in front of a door.', 'Woman seated on steps with dog next to toilet and ladder.']",a woman sitting on steps next to a dog.,a woman sitting on a bench next to a toilet,a woman sitting on a bench next to a dog.,a woman sitting on a bench next to a dog.,old
5374,373266,"[""Medical students are looking at the monitor to check their patient's condition, while their associates wait in anticipation."", 'Many hospital technitians gather as some work on equipment.', 'There are doctors performing an operation with instruments', 'A man in scrubs looking at a computer.', 'A team of medical staff using equipment in a hospital.']",a man sitting in front of a computer monitor.,a group of people standing around a television,a man sitting in front of a computer desk.,a person holding a wii remote in their hand.,old
5375,373315,"['A man riding a skateboard up the side of a cement ramp.', 'A skateboarder doing tricks on the rim of a pit', 'Skateboarder grinding his board on the side of a pavement course. ', 'A teen boy is skateboarding on the edge of a cement wall.', 'a boy riding a skateboard on the edge of a wall ']",a young man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp,a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp.,young
5376,373344,"['A person lays down on a blanket with a dog by her side. ', 'A woman laying down on a sidewalk next to a small brown dog.', 'a lady with her dog sunbathing in the shade', 'A woman lying on a blanket on the pavement with a little dog looking at the camera ', 'A woman naps on the ground while a dog watches.']",a person laying on the ground with a dog.,a woman in a red dress on a skateboard,a woman sitting on a bench with a dog.,a woman sitting on a bench with her legs crossed.,young
5377,373356,"['A photo of a man swinging a tennis racket.', 'A man returns the tennis ball using his racquet.', 'A man swinging at the ball in a game of tennis.', 'A male tennis player swings his racket to hit an oncoming ball. ', 'The man is playing tennis on the court. ']",a man swinging a tennis racquet at a tennis ball.,a man swinging a tennis racket at a tennis ball,a man holding a tennis racquet on a tennis court.,a man holding a tennis racquet on a tennis court.,old
5378,373571,"['A woman standing next to a child holding a cell phone.', 'A woman showing a child her cell phone.', 'A woman showing a child something on a cell phone.', 'A woman and child are looking at a phone.', 'She is showing the child something on her phone.']",a black and white photo of a woman and a child looking at a cell phone.,a black and white photo of a woman holding a cell phone,a man holding a cell phone in his hand.,a woman holding a smart phone in her right hand.,young
5379,373577,"['A man that is holding a tray with vegetables inside of it.', 'A man sitting and smiling,holding a blue container of vegetables.', 'A man is holding a bed pan full of fruits and vegetables.', 'A man with a beard holding a bin of fruit and vegetables.', 'A man is happily holding a lot of vegetables.']",a man sitting in a chair with a tray of food in front of him.,a man holding up a tray of vegetables,a woman holding a bunch of vegetables in her hands.,a man in a kitchen preparing food on a table.,old
5380,373713,"['Three men sit at a conference discussing a topic', 'Three people sitting in an office with a big screen on wall', 'three men on computers having a discussion with each other', 'A group of people sitting next to each other.', 'Three people with laptops in a small room.']",a group of people sitting in front of a projector screen.,a group of people sitting at a table with laptops,a group of people sitting around a table playing a video game.,a group of people sitting in a living room.,old
5381,373768,"['Two young boys playing Wii games on the television.', 'A boy is playing with a video game.', 'a person standing up in a living room playing nintendo wii', 'Two boys play Wii next to a window.  ', 'A man standing in front of a tv playing wii.']",a couple of young men standing in front of a tv.,two young boys are playing a video game,a man standing in front of a tv playing a video game.,a man standing in front of a tv holding a wii controller.,young
5382,373785,"['A man stears a bored through the water.', 'A paddle boarder is navigating his paddle board through the surf.', 'A man without a shirt surfing in the ocean.', 'A surfer uses a paddle while surfing through water.', 'A young man with a paddle on an orange surfboard']",a man riding a surfboard on top of a wave in the ocean.,a man on a surfboard in the water,a man riding a wave on top of a surfboard.,a man riding a wave on top of a surfboard.,young
5383,373945,"['A man sitting at a counter with half of a pizza.', 'A MAN IS ORDERING FOOD AT THE BAR', 'Two men in a kitchen are opening frozen pizzas.', 'Man in black shirt sitting at a kitchen table holding a pizza. ', 'two guys eating pizza from a box in a kitchen']",a man sitting at a counter with two pizzas in front of him.,a man standing in a kitchen preparing food,a man standing in a kitchen preparing food.,a woman standing in a kitchen preparing food.,young
5384,374342,"['A man is throwing up a tennis ball and going to hit it with a racket.', 'A crowd watching a man holding a tennis racquet.', 'A man holding a tennis racquet on a tennis court.', 'A man serving a tennis ball in a stadium with people watching.', 'A tennis player is taking a wide overhead swing as the crowd watches.']",a man holding a tennis racquet on top of a tennis court.,a man holding a tennis racquet on a tennis court,a male tennis player in action on the court.,a male tennis player in action on the court.,old
5385,374368,"['A man throwing a frisbee in the yard', 'Adult man playing with flying discs in large grassy field.', 'Man in shorts throwing frisbee on grass near trees. ', 'A man in black tossing a frisbee in a field', 'A man throws frisbees in the middle of a field.']",a man holding a white frisbee on top of a lush green field.,a man is throwing a frisbee in a field,a man throwing a frisbee in a park.,a man is throwing a frisbee in a park.,old
5386,374401,"['a close up of a person talking on a very old cell phone ', 'The man is talking on the phone which is a older style phone.', 'a man that is talking on a cell phone', 'two males in black shirts and one has a phone', 'A man is yelling into a mobile device in a room.']",a man talking on a cell phone while wearing glasses.,a man holding a cell phone up to his face,a man in a black shirt and tie holding a cell phone.,a man with a beard and a tie.,old
5387,374702,"['A man cutting up food on top of a plate.', 'a man is cutting into some food with a plastic knife', 'A man is cutting into something on a plate.', 'A man cutting into his food with plastic utensils. ', 'There is a person that is cutting food']",black and white photograph of a man cutting a cake with a knife.,a man sitting at a table with a glass of wine,a man sitting at a table in front of a plate of food.,a man sitting at a table with a glass of wine.,old
5388,374829,"['A man holding a baseball bat as another gives signs.', 'Several baseball players playing a game of baseball in a big league arena.', 'A baseball game with a baseball player at bat and a catcher and umpire behind home plate.', 'A baseball players playing baseball in front of a crowd. ', 'A batter, catcher and umpire in a baseball game.']",a baseball player holding a bat on top of a field.,a baseball player holding a bat on a field,a baseball player holding a bat on a field.,a baseball player holding a bat on a field.,old
5389,374858,"['A man sitting on a bench with a book and a bag. ', 'A man sits on a green bench reading a book.', 'The man is sitting on the bench by himself.', 'there is a man sitting on a bench reading', 'a person sitting on a bench near many trees ']",a man sitting on top of a bench next to a pile of clothes.,a man holding a snowboard on top of a field,a man sitting on a bench in a park.,a man sitting on a bench in a park.,old
5390,374966,"['Several skateboarders at a skateboard park skateboarding while others watch.', 'A group of boys on skateboards riding around.', 'A group of people skateboarding in park area next to palm trees.', 'A bunch of kids at a skate park on skate boards.', 'A skate park with several children playing on skateboards']",a group of young boys riding skateboards in a skate park.,a group of people riding skateboards in a park,a man riding a skateboard down a street.,a group of young men playing a game of frisbee.,young
5391,374974,"['A small child touches the trunk of an elephant standing behind an enclosure.', 'a small child neat to an elephant ', 'child placing food in an elephants trunk in enclousure', ""A kid is touching an elephant's trunk near a fence."", 'A young child who is touching the trunk of an elephant.']",a little boy standing in front of an elephant.,a little boy standing next to an elephant,a man is standing next to an elephant.,a baby elephant standing next to an adult elephant.,young
5392,374982,"['A young girl standing in front of a pizza.', 'A little girl looking at a pizza pie', 'A young girl looking at a huge pizza in amazement.', 'A child is amazed by a very large pizza.', 'A girl in a brown jacket staring a whole pizza.']",a little girl that is sitting in front of a pizza.,a little girl sitting at a table with a pizza,a woman sitting at a table with a pizza.,a woman sitting at a table with a pizza.,young
5393,374987,"['A gang of bikers driving down a city street.', 'A group of motorcycles travel down a city street.', 'A group of people riding motorcycles on a street.', 'A group of people riding motorcycles on a street.', 'A group of people riding motorcycles down the street.']",a group of people riding motorcycles down a street.,a group of people riding motorcycles down a street,a police officer on a motorcycle in the street.,a police officer riding a motorcycle down a street.,old
5394,375063,"['A hipster carrying a black bag of luggage on grass.', 'A person on a sidewalk with a large suitcase.', 'A guy with a suit case near a car.', 'a person carrying a large luggage bag on a side walk', 'A person holds a suitcase in their hands on the grass.']",a man standing in the grass with a piece of luggage.,a man standing next to his luggage bag,a man standing next to a suitcase on the ground.,a man in a suit and tie standing in the grass.,young
5395,375184,"['A woman holding a tennis racquet standing next to a red sports bottle.', 'A red and white thermos on the ground', 'Girl holding a tennis racket with a a red water bottle on ground.', 'Close up of red water bottle with woman in the background.', 'a person standing standing with a tennis racket in between her legs']",a person standing next to a red fire hydrant.,a man standing next to a red fire hydrant,a man is standing in the water with a frisbee.,a man is holding a frisbee in his hand.,young
5396,375285,"['A group of men standing on top of a sandy beach.', 'The beachgoers are curious about what is in the water.', 'Men with hockey sticks and a surfboard play on a beach.', 'A group of paddle boarders watch the beach. ', 'These wake boarders are watching the waves from the shore']",a group of people on a beach with a surfboard.,a group of people walking along a beach,a group of people standing on top of a sandy beach.,a group of people standing on top of a sandy beach.,old
5397,375461,"['A man selling bananas and other fruits in a street market to passerbys.', 'a dude selling hella bananas looking timidly off camera', 'A man selling fruits and vegetables to pedestrians', 'Fruit seller at stand showing hanging bananas and balance scale.', 'The man stands around a market of vegetables.']",a man standing in front of a table filled with fruits and vegetables.,a man standing in front of a table filled with bananas,a man sitting in front of a pile of bananas.,a woman sitting at a table filled with food.,old
5398,375483,"['A little girl is playing with a hair dryer', 'a little girl is sitting down holding a hair dryer', 'A young girl on the floor blow drying her hair', 'A young child holds a hair dryer to her hair.', 'A little girl that is playing with a hair dryer.']",a little girl sitting on the floor with a hair dryer.,a little girl playing with a video game controller,a woman holding a nintendo wii game controller.,a woman holding a nintendo wii game controller.,young
5399,375490,"['A kid in wetsuit on surfboard in the ocean.', 'A man riding on top of a surfboard in the ocean.', 'A young child riding a surf board on a small ocean wave.', 'an image of a boy playing on a surfboard riding the waves', 'A kid rides the waves on a surfboard.']",a young boy riding a wave on top of a surfboard.,a young woman riding a wave on a surfboard,a man riding a wave on top of a surfboard.,a person riding a surf board on a wave.,young
5400,375606,"['A woman in a suit using a smart phone.', 'A woman doing something with her cell phone', 'Woman looking at the digital screen on her digital camera.', 'a woman sitting while looking down at her cell phone', 'a person using an electronic device in a dark background']",a woman looking at her cell phone at night.,a woman holding a cell phone in her hand,a man holding a cell phone in his hand.,a man sitting on a couch holding a wii remote.,old
5401,375621,"['A man wearing glasses eating a sprinkle covered doughnut.', 'a man is eating a frosted donut with sprinkles outside', 'The person is eating a doughnut with sprinkles on it.', 'A man is eating a sprinkle covered donut. ', 'a close up of a man taking a bite out of a chocolate glazed sprinkled donut']",a man with glasses eating a doughnut with sprinkles.,a man with glasses eating a piece of cake,a man eating a hot dog on a bun.,a man eating a hot dog on a bun.,old
5402,375755,"['A young boy with shaggy blonde hair standing with his skateboard.', 'A young boy standing on a street holding a skateboard.', 'A boy holds a skateboard on the side of the street.', ""Hey, there's a blonde kid standing on the street holding a skateboard!"", 'A young boy is holding a skateboard in the street.']",a young boy holding a skateboard on a sidewalk.,a young boy holding a skateboard on a street,a young boy holding a skateboard on a sidewalk.,a little boy that is sitting on a skateboard.,young
5403,375812,"['A young boy hitting a ball in a yard with a bat.', 'a young child swinging a baseball bat ', 'The young boy is swinging the bat outside.', 'Child swinging a bat outside on the playground.', 'A kid in a park with a bat.']",a young boy swinging a bat on top of a lush green field.,a boy hitting a ball with a baseball bat,a young boy holding a yellow frisbee in his hands.,a man holding a frisbee in a park.,young
5404,375881,"['A young child wearing a paper yellow tie.', 'A boy with a paper tie sitting in a chair.', 'A young person is wearing a yellow tie that he made from construction paper and colored it with crayons.', ' A small child is looking away and wearing a paper collar and tie.', 'A little boy is wearing a yellow paper tie.']",a young boy wearing a white shirt and a tie.,a little girl wearing a yellow shirt and a yellow tie,a woman wearing a blue shirt and a blue tie.,a woman wearing a blue shirt and a blue tie.,young
5405,375902,"['A woman approaches the finish line on skis', 'a woman crossing a black finish line under a blue thing ', 'A woman crossing a finish line on skis.', 'A person that is crossing a finish line in a ski competition.', 'The female skier has reached the finish line. ']",a woman riding skis down a snow covered slope.,a group of people standing next to each other in the snow,a group of people standing on top of a snow covered slope.,a group of people standing on top of a snow covered slope.,young
5406,376059,"['a man fixes a tie with a button up shirt ', 'A man holding his tie, in a professional picture. ', 'A young man posing for a picture wearing a white shirt and black tie.', 'Professional photo ad featuring man wearing shirt and tie.', 'A man modeling wearing a shirt and tie.']",a man wearing a white shirt and a black bow tie.,a man wearing a white shirt and tie,a man in a suit and tie is smiling.,a man in a suit and tie holding a cell phone.,old
5407,376209,"['A group of people are eating a pizza.', 'A group of people gathered around a wooden table eating pizza.', 'some family and friends having a pizza party', 'A group of people standing around a table full of food.', 'A group of people are eating pizza around a table.']",a group of people sitting around a table eating pizza.,a group of people sitting around a table,a group of people sitting around a table eating food.,a group of people sitting around a table eating food.,old
5408,376233,"['A girl eating a sandwich in a public place.', 'A beautiful blonde sitting at a table eating a sandwich', 'A girl with a nose ring eating a sandwich.', 'A girl sitting down, outside, eating a sandwich.', 'There is a girl eating a sandwich, she has blue eyes and her nose is pierced.']",a young girl eating a piece of pizza.,a little girl eating a piece of cake,a woman is eating a slice of pizza.,a woman holding a piece of food in her hand.,young
5409,376236,"['a young boy is feeding a large giraffe', 'From his hand, a young boy feeds a giraffe.', 'A giraffe is eating out of a kids hand.', 'a close up of a person feeding a giraffe ', 'A child feeding a giraffe from the palm of his hand.']",a young boy feeding a giraffe from his hand.,a giraffe sticking its tongue out over a wooden fence,a giraffe standing next to a wooden fence.,a close up of a person feeding a giraffe.,young
5410,376307,"['some people at an outdoor shop and some different fruits', 'a person is sitting near a bunch of fruit', 'A market has many items for sale including fruit.', 'The two women sit near the blender next to a table covered in fruit. ', 'there are two people that are standing in a farmers market']",a group of people standing around a table filled with fruit.,a woman standing next to a fruit stand with bananas,a man standing next to a pile of bananas.,a woman standing next to a pile of bananas.,old
5411,376342,"['A man holding a baseball bat on top of a field.', 'A man with a baseball bat standing on a field.', 'One teammate grabs a bat while waiting with other teammates.', 'Baseball game with a batter up at the plate ', 'a man with a bat walks as other look on ']",a baseball player holding a bat on top of a field.,a boy in a baseball uniform holding a bat,a man holding a baseball bat while standing on a field.,a baseball player holding a bat on a field.,old
5412,376372,"['A man handing a woman a red pan of food.', 'Someone is blowing out the candles on the birthday cake.', 'A man blowing out the candles on his birthday cake.', 'This is a woman blowing out the candles on her birthday cake.', 'some people and the male in a black shirt is holding a red pan']",a man holding a red frisbee in front of a group of people.,a group of people standing around a table,a group of people standing around a table.,a group of people standing in a room.,old
5413,376393,"['Two men riding a ski lift above a snow covered mountain.', 'A man and a woman sitting in a ski lift.', 'A man and a woman riding on a ski lift.', 'Two people on a ski lift on a snow covered mountain.', 'an image of a couple that is skiing and on skiis']",two people sitting on a ski lift in the snow.,a couple of people that are standing in the snow,a man sitting on a snow covered bench with a snowboard.,a man sitting on a bench in the snow.,old
5414,376416,"['A group of baseball players holding a bat.', 'Baseball players in red and white uniforms playing a baseball game at the stadium.', 'Two baseball players high five during a game.', 'Two baseball players are raising their hands signaling agreement.', 'A group of Major League Baseball Players during a game.']",a group of baseball players standing on top of a field.,a group of baseball players standing on a field,a baseball player holding a bat next to home plate.,a baseball player holding a bat on top of a field.,young
5415,376441,"['A man standing next to another man on a sandy beach.', 'Two men fist bump on the beach while one holds a surfboard.', 'A couple of men giving a fist bump as one holds a surfboard.', 'a man with a surf board fist bumps another man on a beach', 'a couple of people that are standing in some sand with surfboards']",a couple of men walking across a beach holding surfboards.,a couple of men standing on top of a sandy beach,a man carrying a surfboard on a beach.,a man standing on a beach holding a surfboard.,young
5416,376450,"['While in a restaurant a young man is playing with his phone.', 'A male fiddles with a smart phone in a restaurant.', 'A cluttered restaurant has a boy at a table with a phone.', 'A young man using a smart phone in a cafe.', 'A young man looking at his cell phone while seated at a restaurant.']",a man holding a cell phone up to his ear.,a woman sitting at a table with a cell phone,a woman is talking on her cell phone.,a group of people standing around each other.,young
5417,376531,"['A young boy in the grass throws a ball.', 'a kid throwing a tennis ball in the field', 'A little kid throwing a ball while holding a bat', 'A CHILD IS PRACTICING HIS WIFFLE BALL SKILLS', 'A boy playing baseball in his backyard area.']",a young boy swinging a bat at a frisbee.,a young girl holding a baseball bat on a field,a woman in a field with a frisbee.,a woman in a park holding a frisbee.,young
5418,376545,"['A young man flipping a skateboard through the air.', 'Two people skateboarding on a city sidewalk in jackets', 'Two people on skateboards, one is doing tricks.', 'Two skate boarders and one of them mid-jump.', 'Two skateboarders doing tricks next to a coffee house.']",a couple of men riding skateboards down a sidewalk.,a person jumping a skate board in the air,a man riding a skateboard up the side of a ramp.,a man riding a skateboard down the side of a ramp.,young
5419,376549,"['A man in his skiing gear is posing for the camera. ', 'A man on skis at the peak of a slope looking back.', 'A man in black jacket on skis standing next to a mountain.', 'A person on skis stands on the snow.', 'A man standing in the snow on top of the mounting about to go skiing.']",a man standing on skis on top of a snow covered slope.,a man standing on top of a snow covered slope,a man standing on top of a snow covered slope.,a man standing on top of a snow covered slope.,old
5420,376628,"['A group of motorcycles parked in front of a building.', 'a couple of people stand next to some parked motorcycles ', 'A busy street with cars parked down one side and motorcycles parked on the other.', 'Adults standing next to busy roadway in urban area at night.', 'A row of motorcycles parked on the side of a busy street.']",a group of people standing on a sidewalk next to motorcycles.,a group of people standing next to a motorcycle,a group of people riding motorcycles down a street.,a group of people riding bikes down a street.,old
5421,376667,"['Two people carrying surfboards through a train station.', 'a man and a woman both carry surfboards at a train station', 'A young person holding a surfboard next to a man.', 'Girl holds a surfboard while guy carries his in a bag', 'A man and woman traveling on the subway with surfboards. ']",a man holding a surfboard while standing next to a woman.,a man standing next to a woman holding a surfboard,a group of men standing next to each other holding surfboards.,a couple of men standing next to each other.,old
5422,376679,"['a man that is standing up with a wii remote', 'a couple of people sitting and standing in a living room.', 'a man is playing video games on a television ', 'A young man playing a video game while another man watches.', 'A man playing a video game does a big backswing with the remote.']",a man standing in a living room holding a nintendo wii game controller.,a man playing a game with a remote controller,a man sitting on a couch playing a video game.,a person sitting on a couch with a laptop.,old
